Event,Tm,J1,J2,St,S,n,Q
J2,226.43997085286568,226.16728812161216,231.83315901347967,226.4918624667777,1,114,"J2, J1, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1"
E,226.4918624667777,226.16728812161216,231.83315901347967,226.4918624667777,1,115,"J2, J1, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2"
J1,228.00566569480986,230.0255866375649,231.83315901347967,229.3321164544526,1,114,"J1, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2"
E,229.3321164544526,230.0255866375649,231.83315901347967,229.3321164544526,1,115,"J1, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1"
J1,230.77242871190924,233.64305817585233,231.83315901347967,231.7110801866009,1,114,"J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1"
J1,230.95881691525227,232.09805686920768,231.83315901347967,231.7110801866009,1,115,"J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1"
J2,231.4559827855467,232.09805686920768,231.50659526863086,231.7110801866009,1,116,"J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1"
E,231.7110801866009,232.09805686920768,231.50659526863086,231.7110801866009,1,117,"J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2"
J1,233.43648285616487,236.0730002420876,231.50659526863086,233.65339689563137,1,116,"J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2"
J2,233.54486168643172,236.0730002420876,236.15770338801667,233.65339689563137,1,117,"J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1"
E,233.65339689563137,236.0730002420876,236.15770338801667,233.65339689563137,1,118,"J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2"
J1,235.41112496510047,236.94055933526033,236.15770338801667,235.73300794119666,1,117,"J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2"
E,235.73300794119666,236.94055933526033,236.15770338801667,235.73300794119666,1,118,"J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1"
J1,237.14936012168954,237.45191066911661,236.15770338801667,238.05952292613176,1,117,"J2, J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1"
E,238.05952292613176,237.45191066911661,236.15770338801667,238.05952292613176,1,118,"J2, J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1"
J1,239.02000612498355,240.39421854373376,236.15770338801667,240.65056104304335,1,117,"J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1"
J1,239.46998145080624,240.7018567782919,236.15770338801667,240.65056104304335,1,118,"J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1"
J1,240.07529404434115,241.16412962205717,236.15770338801667,240.65056104304335,1,119,"J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1"
E,240.65056104304335,241.16412962205717,236.15770338801667,240.65056104304335,1,120,"J1, J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1"
J1,242.75504227024325,244.20756157790015,236.15770338801667,242.85641273505448,1,119,"J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1"
E,242.85641273505448,244.20756157790015,236.15770338801667,242.85641273505448,1,120,"J2, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1"
J1,242.9222237432907,244.10130934660668,236.15770338801667,246.2099226022807,1,119,"J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1"
J2,243.48500819856184,244.10130934660668,253.3968569727294,246.2099226022807,1,120,"J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J1"
J1,245.87848603512046,246.99341022547983,253.3968569727294,246.2099226022807,1,121,"J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J1, J2"
E,246.2099226022807,246.99341022547983,253.3968569727294,246.2099226022807,1,122,"J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1"
J2,247.18768851486914,246.99341022547983,251.24844194449074,248.2334931925953,1,121,"J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1"
J1,247.21178272566212,247.44341185486806,251.24844194449074,248.2334931925953,1,122,"J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J2"
J1,248.03673000038575,248.4087752924386,251.24844194449074,248.2334931925953,1,123,"J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J2, J1"
E,248.2334931925953,248.4087752924386,251.24844194449074,248.2334931925953,1,124,"J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J2, J1, J1"
J2,249.14987500261464,248.4087752924386,249.63947633069023,249.6458993777686,1,123,"J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J2, J1, J1"
J1,249.1698246002926,249.49899554172939,249.63947633069023,249.6458993777686,1,124,"J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J2, J1, J1, J2"
E,249.6458993777686,249.49899554172939,249.63947633069023,249.6458993777686,1,125,"J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J2, J1, J1, J2, J1"
J2,250.73827269624906,249.49899554172939,250.95572105685537,251.59503130059505,1,124,"J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J2, J1, J1, J2, J1"
E,251.59503130059505,249.49899554172939,250.95572105685537,251.59503130059505,1,125,"J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J2, J1, J1, J2, J1, J2"
J1,252.10467371252844,254.4648797148627,250.95572105685537,253.79380656808078,1,124,"J1, J1, J2, J2, J2, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J2, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J1, J1, J1, J2, J2, J1, J2, J2, J1, J1, J1, J1, J1, J1, J1, J1, J1, J2, J2, J1, J1, J2, J1, J1, J1, J1, J1, J1, J1, J1, J2, J1, J1, J2, J1, J1, J1, J2, J1, J1, J1, J2, J1, J2, J1, J1, J1, J1, J1, J1, J1, J2, J1, J2, J1, J1, J2, J1, J2"
